label,label_awal,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
negative,negative,Wed Sep 20 03:41:47 +0000 2023,1704340047682826649,@PanglimaJilah Hutan Kalimantan mau d kuasai Aseng 190 tahun dlm revisi UU ikn terbaru gmn..?? Ada suara g Gmn hak tanah adat untk masyarakat Dayak apa terlindungi TDK..?? Ngomong panglima tapi hak dasar suku Dayak g d perjuangkan,0,0,0,0,in,1336686243829059585,1597887071804280833,Umar83638540,https://twitter.com/Umar83638540/status/1704340047682826649
neutral,neutral,Wed Sep 20 03:27:33 +0000 2023,1704336469182251088,"@tvOneNews Banyak yg nolak investasi Rempang tp bukan masyarakat rempang, banyak yg nolak IKN tp bukan masyarakat paser Utara",0,0,0,0,in,1225475976458424320,1704320025522561352,Didin53014893,https://twitter.com/Didin53014893/status/1704336469182251088
positive,positive ,Wed Sep 20 03:04:16 +0000 2023,1704330606203859028,@abangbelneg Ibu Kota Nusantara IKN mendapat dukungan dari berbagai kalangan masyarakat yang ingin memajukan bangsa Indonesia. #IbuKotaNegara,0,0,0,0,in,1488459217623478277,1704302514915713393,DavinaClara5,https://twitter.com/DavinaClara5/status/1704330606203859028
neutral,neutral,Wed Sep 20 03:04:12 +0000 2023,1704330592945586471,Kelompok organisasi masyarakat sipil mendesak pemerintah dan Dewan Perwakilan Rakyat mengevaluasi penggunaan Anggaran Pendapatan dan Belanja Negara (APBN) yang terus mengucur ke proyek Ibu Kota Nusantara (IKN).  #KoranTempo  https://t.co/57xXniWYcE,14,26,425,721,in,20963426,1704330592945586471,korantempo,https://twitter.com/korantempo/status/1704330592945586471
neutral,neutral,Wed Sep 20 03:01:02 +0000 2023,1704329795033792678,"190 Tahun Tanah IKN Diobral  Revisi UU IKN memberikan celah bagi investor menguasai lahan selama 190 tahun. Pelindungan hak masyarakat adat terabaikan.  Simak edisi terbaru Koran Tempo, hanya di https://t.co/JSPrmxFxEM   #korantempodigital #KoranTempo https://t.co/UX4kx5l0ZM",141,275,1686,2787,in,20963426,1704329795033792678,korantempo,https://twitter.com/korantempo/status/1704329795033792678
positive,positive ,Tue Sep 19 23:20:13 +0000 2023,1704274222984642968,Tarigan menekankan pentingnya peningkatan kualitas pelayanan dasar di IKN Kalimantan Timur. Semoga harapan ini dapat segera terwujud demi kemajuan dan kesejahteraan masyarakat. #PelayananDasarLebihBaik #IKNKalimantanTimur,0,0,0,0,in,1679089360376049664,1704274222984642968,bam_bangsgnto,https://twitter.com/bam_bangsgnto/status/1704274222984642968
neutral,neutral,Tue Sep 19 22:54:29 +0000 2023,1704267748694720542,"UI mengunjungi IKN Nusantara sebagai tindaklanjut kerja sama dengan Otorita IKN di bidang pendidikan, penelitian, dan pengabdian masyarakat. UI dengan Otorita IKN membahas perannya. Khususnya melalui pembangunan klaster riset di IKN. Mata Najwa Tidur Adakami Terbuka iOS 17 https://t.co/0eZ6RevIGf",0,1,10,18,in,2907040202,1704267748694720542,Anggita_lung,https://twitter.com/Anggita_lung/status/1704267748694720542
positive,positive ,Tue Sep 19 12:15:39 +0000 2023,1704106981164974274,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara https://t.co/pDPNcvmi4o,0,0,0,0,in,1565583314786066433,1704106981164974274,allof_You4,https://twitter.com/allof_You4/status/1704106981164974274
positive,positive ,Tue Sep 19 06:23:08 +0000 2023,1704018267298263473,Masyarakat Sulawesi Utara mendukung pembangunan IKN Nusantara! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/lR2AbpAGXR,0,0,0,0,in,1564445082866323456,1704018267298263473,BertaniKodok,https://twitter.com/BertaniKodok/status/1704018267298263473
positive,positive ,Tue Sep 19 06:22:06 +0000 2023,1704018008400654346,IKN Nusantara memberikan manfaat untuk masyarakat sekitar #IKN #IKNNusantara #DukungIKN #IKNMendunia https://t.co/MnfEdA5U2F,0,0,0,0,in,1564445082866323456,1704018008400654346,BertaniKodok,https://twitter.com/BertaniKodok/status/1704018008400654346
positive,positive ,Tue Sep 19 06:21:07 +0000 2023,1704017759124742235,Pentingnya pembangunan IKN Nusantara demi masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/qsEv35YPWd,0,0,0,0,in,1564445082866323456,1704017759124742235,BertaniKodok,https://twitter.com/BertaniKodok/status/1704017759124742235
neutral,neutral,Tue Sep 19 06:16:00 +0000 2023,1704016469942579449,Pembangunan IKN Tidak Boleh Membuat Tanah Ulayat dan Masyarakat Adat di Kaltim Tergusur|https://t.co/vKvIEDv1Fp. Penulis: Chaerul Umam Editor: Dewi Agustina,0,0,1,2,in,545703313,1704016469942579449,yayasanepistema,https://twitter.com/yayasanepistema/status/1704016469942579449
neutral,neutral,Tue Sep 19 05:13:50 +0000 2023,1704000824626807134,@MaruThegoe @daykurnia1 @VIVAcoid IKN dibangun tanpa menggusur masyarakat cuma nebangin pohon kalo di Rempang ada masyarakat adat yg tinggal jauh sebelum negara ini merdeka,0,0,0,0,in,2807076179,1703817192054432098,Surya_Kaide,https://twitter.com/Surya_Kaide/status/1704000824626807134
positive,positive ,Tue Sep 19 04:15:32 +0000 2023,1703986155203760229,IKN beri dampak positif bagi pariwisata dan ekonomi masyarakat lokal #IKNNusantara #IndonesiaMaju #Ekonomi #IbuKotaNegara #NusantaraKita #KetahananPangan #KotaDuniaUntukSemua https://t.co/lpRsUrsCnF,0,0,0,150,in,1455748970227986433,1703986155203760229,penegak_kultum,https://twitter.com/penegak_kultum/status/1703986155203760229
positive,positive ,Tue Sep 19 03:19:35 +0000 2023,1703972074509976053,@IKN_NusantaraID Keterlibatan masyarakat dalam proyek ini menguatkan persatuan nasional #IKNNusantara,0,0,0,0,in,1506537157678501888,1703616221248466979,wibowo_fatimah,https://twitter.com/wibowo_fatimah/status/1703972074509976053
positive,positive ,Tue Sep 19 03:06:27 +0000 2023,1703968768865767649,@IKN_NusantaraID Kita masyarakat Indonesia optimis #IKNNusantara,0,0,0,0,in,1487601784600236032,1703616221248466979,NandoElyas,https://twitter.com/NandoElyas/status/1703968768865767649
positive,positive ,Tue Sep 19 02:58:24 +0000 2023,1703966744573018365,@IKN_NusantaraID Dukung pemindahan Ibu Kota Nusantara sebagai wujud keadilan sosial bagi seluruh masyarakat Indonesia #PindahIbuKota,0,0,0,0,in,1489641442188300289,1703616221248466979,Dicket6,https://twitter.com/Dicket6/status/1703966744573018365
positive,positive ,Tue Sep 19 02:20:40 +0000 2023,1703957246273847581,IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/vM1ihsC4kH,0,0,0,0,in,1448431290,1703957246273847581,Nykaa_77,https://twitter.com/Nykaa_77/status/1703957246273847581
positive,positive ,Tue Sep 19 02:20:33 +0000 2023,1703957218419445950,IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/WJQVe8HUl2,0,0,0,0,in,1448431290,1703957218419445950,Nykaa_77,https://twitter.com/Nykaa_77/status/1703957218419445950
positive,positive ,Tue Sep 19 02:20:18 +0000 2023,1703957155660112221,IKN Berikan banyak dampak positif bagi masyarakat dan kemajuan ekonomi daerah dan UMKM serta kemajuan bangsa https://t.co/k5U1Z950rZ,0,0,0,0,in,1448431290,1703957155660112221,Nykaa_77,https://twitter.com/Nykaa_77/status/1703957155660112221
negative,negative,Tue Sep 19 02:17:06 +0000 2023,1703956348025909672,"@ipeh_tetapnganu Panglima pajaji berkaca dari wilayah yg dijadikan proyek IKN,jika hal tsb dibiarkan diwilayah lain maka tanah ulayat akan habis dan masyarakat adat juga akan musnah.",0,1,2,12,in,3071376732,1703831619147276497,suharnogareng,https://twitter.com/suharnogareng/status/1703956348025909672
positive,positive ,Tue Sep 19 01:59:23 +0000 2023,1703951892135710762,"ini. Anggaran tersebut akan digunakan untuk pembangunan infrastruktur dan peningkatan kualitas hidup masyarakat di Ibu Kota Nusantara. Semoga dengan anggaran ini, IKN dapat menjadi kota yang lebih baik dan nyaman untuk kita semua. #IKN #Anggaran2024",0,0,0,0,in,1678297879642001409,1703951892135710762,azmyqrnisa,https://twitter.com/azmyqrnisa/status/1703951892135710762
negative,negative,Mon Sep 18 16:53:59 +0000 2023,1703814637140234458,#Kom2 #RevisiUUIKN Aminurokhman @NasDem #Jatim2: Jangan sampai masyarakat dikorbankan oleh salah satu pihak maka kami perlu pandangan dan wawasan yang lebih komprehensif terkait pembahasan RUU IKN ini.,0,0,0,0,in,3550695012,1703814637140234458,WikiDPR1,https://twitter.com/WikiDPR1/status/1703814637140234458
positive,positive ,Mon Sep 18 16:51:49 +0000 2023,1703814090911830406,"#Kom2 #RevisiUUIKN Gaus @FraksiPAN #Sumbar2: Persoalan apa yg disampaikan terkait aset itu harus berkembang tidak dimatikan, mudah2an dengan IKN ini tumbuh subur. Itu yg diinginkan masyarakat hukum adat, bagaimana pandangan Prof. terhadap persoalan ini.",0,0,0,0,in,3550695012,1703814090911830406,WikiDPR1,https://twitter.com/WikiDPR1/status/1703814090911830406
negative,negative,Mon Sep 18 16:48:48 +0000 2023,1703813333986799848,"#Kom2 #RevisiUUIKN M. Herdiansyah, Pakar : Eksisting cadangan tanaman pangan di kawasan IKN seluas 24.000 ha, kami berharap proses mitigasi yg mendalam bagi kami masyarakat lokal karena sebagian besar pencaharian disana adalah petani dan nelayan.",0,0,0,0,in,3550695012,1703813333986799848,WikiDPR1,https://twitter.com/WikiDPR1/status/1703813333986799848
positive,positive ,Mon Sep 18 16:48:40 +0000 2023,1703813300134572350,"#Kom2 #RevisiUUIKN M. Herdiansyah, Pakar : Di Samboja, masyarakat sudah mulai meningkatkan produksi pertaniannya, bahkan kemarin kami launching kawasan hortikultura, targetnya 250 ha, setidaknya itulah semangat kami menyambut IKN.",0,0,0,0,in,3550695012,1703813300134572350,WikiDPR1,https://twitter.com/WikiDPR1/status/1703813300134572350
neutral,neutral,Mon Sep 18 16:31:46 +0000 2023,1703809044421734525,@Jominangg Makanya ibukota mau pindah IKN biar alokasi anggaran menyebar. Asal masyarakat nya mendukung dan kerjasama.,0,0,0,0,in,277520663,1703244366083756342,ardjoe0704,https://twitter.com/ardjoe0704/status/1703809044421734525
negative,negative,Mon Sep 18 16:31:20 +0000 2023,1703808938167402985,"#Kom2 #RevisiUUIKN Imam Koeswahyono, Pakar : ... yang dapat memberikan tanah di kawasan IKN, tidak hanya terbatas pada pemerintah pusat atau otorita IKN untuk melindungi hak-hak masyarakat baik individu, badan hukum, maupun masyarakat yang ada di wilayah kawasan ... (3)",0,0,0,0,in,3550695012,1703808938167402985,WikiDPR1,https://twitter.com/WikiDPR1/status/1703808938167402985
negative,negative,Mon Sep 18 16:09:31 +0000 2023,1703803448775627004,"@tvOneNews Kenapa gak dibangun di kawasan industri dekat IKN? Kan investasi2 lg antri di sana. Apalagi masyarakat adatnya sdh menerima/pasrah. Dibela Panglima Jilah dan Dedi Sitorus PDIP bersama segenap anak2 jin yg terbuang, pasti pasir kuarsa banyak tersedia.",0,0,0,0,in,86254569,1703665494098919751,albinojaktim,https://twitter.com/albinojaktim/status/1703803448775627004
neutral,neutral,Mon Sep 18 15:08:46 +0000 2023,1703788156951347326,Guru Besar Universitas Brawijaya: Revisi UU IKN Harus Memastikan Hak Masyarakat Adat via @kedaipenacom https://t.co/IaARc1lvlC,0,0,0,1,in,793719410275983361,1703788156951347326,KedaiPenaCom,https://twitter.com/KedaiPenaCom/status/1703788156951347326
positive,positive ,Mon Sep 18 14:54:55 +0000 2023,1703784672373989465,di IKN Nusantara ini akan memberikan dampak positif bagi perekonomian Indonesia. Semoga pembangunan ini berjalan lancar dan memberikan manfaat yang besar bagi masyarakat. #IKNNusantara #InvestasiSwasta,0,0,0,0,in,1679709732611985410,1703784672373989465,ShaniaPutr,https://twitter.com/ShaniaPutr/status/1703784672373989465
positive,positive ,Mon Sep 18 11:58:28 +0000 2023,1703740267474702539,KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/iih3glIyjU,0,0,0,0,in,1356621933152899072,1703740252417077746,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1703740267474702539
positive,positive ,Mon Sep 18 11:58:27 +0000 2023,1703740263670456736,KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/IdwRh4kLYN,0,1,0,0,in,1356621933152899072,1703740252417077746,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1703740263670456736
positive,positive ,Mon Sep 18 11:58:26 +0000 2023,1703740259404824888,KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/HAlceRJ8br,0,1,0,0,in,1356621933152899072,1703740252417077746,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1703740259404824888
positive,positive ,Mon Sep 18 11:58:25 +0000 2023,1703740255587954972,KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/vW0GkW2zUC,0,1,0,0,in,1356621933152899072,1703740252417077746,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1703740255587954972
positive,positive ,Mon Sep 18 11:58:24 +0000 2023,1703740252417077746,KN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/eHJ28vjXaF,0,1,0,0,in,1356621933152899072,1703740252417077746,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1703740252417077746
positive,positive ,Mon Sep 18 11:23:08 +0000 2023,1703731374698664008,akan menjadi kunci keberhasilan pembangunan IKN Nusantara. Mari kita dukung dan berharap semoga pembangunan ini dapat memberikan manfaat besar bagi pertumbuhan ekonomi dan kesejahteraan masyarakat. #IKNNusantara #InvestasiSwasta 💪💼🌱,0,0,0,0,in,1681904185393184768,1703731374698664008,AdrianH4321,https://twitter.com/AdrianH4321/status/1703731374698664008
negative,negative,Mon Sep 18 08:04:30 +0000 2023,1703681389747704149,"Kementerian PUPR luncurkan game Roblox untuk kenalkan IKN Nusantara kepada masyarakat.  Gamau sekalian bikin survival life as an ASN"" di Minecraft 😅?  #UdahConnxBelum  https://t.co/qbI4GTHzd9""",0,0,0,0,in,1505038620457324544,1703681389747704149,connxid,https://twitter.com/connxid/status/1703681389747704149
positive,positive ,Mon Sep 18 05:50:09 +0000 2023,1703647577554469348,Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 2 https://t.co/kK1nP6fpZe,0,0,0,0,in,958555240697036800,1703647577554469348,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647577554469348
positive,positive ,Mon Sep 18 05:50:09 +0000 2023,1703647577004990814,Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3M3CPCf4lj,0,0,0,0,in,958555240697036800,1703647577004990814,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647577004990814
positive,positive ,Mon Sep 18 05:50:09 +0000 2023,1703647576984047694,Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/8KB8pJezgQ,0,0,0,0,in,958555240697036800,1703647576984047694,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647576984047694
positive,positive ,Mon Sep 18 05:50:07 +0000 2023,1703647570021449993,Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 1 https://t.co/q4py4rLFVP,0,0,0,0,in,958555240697036800,1703647570021449993,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647570021449993
positive,positive ,Mon Sep 18 05:50:06 +0000 2023,1703647563834859733,Selain itu IKN dipastikan akan mendorong pemerataan ekonomi nasional untuk meningkatkan kesejahteraan masyarakat. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 2 https://t.co/8h3yP80WCr,0,0,0,0,in,958555240697036800,1703647563834859733,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647563834859733
positive,positive ,Mon Sep 18 05:50:06 +0000 2023,1703647563780325765,Hal ini akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara 1 https://t.co/VnnKNh4W1R,0,0,0,0,in,958555240697036800,1703647563780325765,andre_herdian05,https://twitter.com/andre_herdian05/status/1703647563780325765
negative,negative,Mon Sep 18 04:56:51 +0000 2023,1703634165785313457,"Atas nama investor negara melanggar kewajiban konstitusi nya pada rakyat, pelanggaran itu jelas ada ketika hak-hak masyarakat lemah dirampas, jaminan itu bergaransi dengan tanda tanggung jawab negara. Masyarakat wadas, rempang, kaum adat kalimantan di ikn, masyarakat adat papua",0,1,0,0,in,1405789177065525253,1703634165785313457,Thaharizieq3,https://twitter.com/Thaharizieq3/status/1703634165785313457
positive,positive ,Mon Sep 18 03:05:45 +0000 2023,1703606207280550222,sangat penting untuk memajukan ekonomi dan menciptakan lapangan kerja bagi masyarakat sekitar. Semoga pembangunan IKN Nusantara dapat berjalan lancar dan memberikan manfaat yang besar bagi kita semua. #IKNNusantara #InvestasiSwasta,0,0,0,0,in,1685494434526580736,1703606207280550222,bayupraksso_,https://twitter.com/bayupraksso_/status/1703606207280550222
positive,positive ,Mon Sep 18 02:44:29 +0000 2023,1703600854266413226,Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/ecpP4Axvmc,0,0,0,0,in,1448431290,1703600854266413226,Nykaa_77,https://twitter.com/Nykaa_77/status/1703600854266413226
positive,positive ,Mon Sep 18 02:44:22 +0000 2023,1703600825543889348,Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/AE14ICoqWx,0,0,0,0,in,1448431290,1703600825543889348,Nykaa_77,https://twitter.com/Nykaa_77/status/1703600825543889348
positive,positive ,Mon Sep 18 02:44:14 +0000 2023,1703600791930728862,Dukung terus pembangunan IKN Nusantara untuk kemajuan Bangsa Indonesia dan Ekonomi Masyarakat serta UMKM daerah https://t.co/KdbptQdI82,0,0,0,0,in,1448431290,1703600791930728862,Nykaa_77,https://twitter.com/Nykaa_77/status/1703600791930728862
positive,positive ,Mon Sep 18 02:32:13 +0000 2023,1703597764943466982,akan menjadi salah satu faktor penting dalam pengembangan IKN Nusantara. Semoga pembangunan ini dapat memberikan dampak positif bagi pertumbuhan ekonomi dan menciptakan lapangan kerja baru bagi masyarakat. #IKNNusantara #PembangunanKawasanTerpadu,0,0,0,0,in,1681177227629666306,1703597764943466982,zubaidahabdllh,https://twitter.com/zubaidahabdllh/status/1703597764943466982
positive,positive ,Mon Sep 18 02:28:00 +0000 2023,1703596704296325143,di IKN Nusantara akan menjadi pendorong utama pertumbuhan ekonomi di wilayah tersebut. Semoga pembangunan ini berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Kalimantan Timur. #IKNNusantara #PertumbuhanEkonomi,0,0,0,0,in,1683430240205574151,1703596704296325143,riskiadamm83491,https://twitter.com/riskiadamm83491/status/1703596704296325143
positive,positive ,Mon Sep 18 02:26:27 +0000 2023,1703596316285387010,sangat penting untuk memajukan ekonomi kita. Semoga pembangunan IKN Nusantara dapat memberikan manfaat besar bagi masyarakat Indonesia. #BanggaInvestasiNusantara #SemangatEkonomiNasional,0,0,0,0,in,1682057043501531138,1703596316285387010,alif_mirzaa,https://twitter.com/alif_mirzaa/status/1703596316285387010
positive,positive ,Mon Sep 18 02:26:19 +0000 2023,1703596281132945881,sangat penting untuk mendorong pertumbuhan ekonomi dan menciptakan lapangan kerja. Semoga pembangunan IKN Nusantara sukses dan memberikan manfaat bagi masyarakat Indonesia! 💪🏼🇮🇩 #banggaInvestasiNusantara #IKNNusantara,0,0,0,0,in,1679031871366369280,1703596281132945881,MirandaNarita,https://twitter.com/MirandaNarita/status/1703596281132945881
positive,positive ,Mon Sep 18 02:08:51 +0000 2023,1703591887406600494,sangat penting dalam membangun infrastruktur dan ekonomi negara kita. Semoga pembangunan IKN Nusantara dapat berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Indonesia. #BanggaInvestasiNusantara #KompetisiSehat,0,0,0,0,in,1679026382150729731,1703591887406600494,sakra_danendra,https://twitter.com/sakra_danendra/status/1703591887406600494
neutral,neutral,Mon Sep 18 01:25:19 +0000 2023,1703580931100180583,"@kumparan Bagusnya proyek tsb direlokasi dekat IKN di Kalimantan, saya pikir masyarakat Dayak akan setuju dan tidak akan protes",0,0,0,0,in,1603555156523888640,1703572976329990524,scbd010621,https://twitter.com/scbd010621/status/1703580931100180583
neutral,neutral,Sun Sep 17 23:38:54 +0000 2023,1703554148623659122,Kementerian PUPR Rilis Map IKN Nusantara di Game Roblox  Kerja sama ini bertujuan untuk mendukung pemahaman dan partisipasi masyarakat terhadap lingkungan dan infrastruktur di Ibu Kota Negara (IKN) Nusantara.  #SalmaBerpestaDiSurakarta rumah produksi https://t.co/oSIqOQlU18,3,2,16,24,in,1009255291790036992,1703554148623659122,aiiptu,https://twitter.com/aiiptu/status/1703554148623659122
negative,negative,Sun Sep 17 23:37:39 +0000 2023,1703553836403577004,@omdoajeloh @ch_chotimah2 @aniesbaswedan @erickthohir infrastruktur Proyek Strategis Nasional katanye.. proyek kepentingan yg ada.. dimana strategis nye kalo itu tidak menyentuh level terbawah masyarakat? toll? siapa yg lewat? bandara? siapa yg pake? mandalika? siapa yg nonton? IKN? siapa yg tinggalin? @Miduk17  @ruhutsitompul,0,0,0,0,in,1684411010076266497,1703398880317210767,IMe_Sarah,https://twitter.com/IMe_Sarah/status/1703553836403577004
positive,positive ,Sun Sep 17 23:17:41 +0000 2023,1703548809731776750,Pembangunan IKN berdampak positif untuk ekonomi masyarakat Kalimantan https://t.co/JsnPxcOcmi,0,0,0,0,in,1373306456854781954,1703548809731776750,DwiDian15986493,https://twitter.com/DwiDian15986493/status/1703548809731776750
positive,positive ,Sun Sep 17 18:53:07 +0000 2023,1703482229660557804,Percepatan proyek pembangunan infrastruktur di IKN Nusantara yang dilaksanakan oleh Pemerintah harus terus didukung karena membawa dampak positif bagi negara dan masyarakat https://t.co/2wGwuEMZG1,0,0,1,2,in,1311626860153905152,1703482229660557804,LogikaSexy,https://twitter.com/LogikaSexy/status/1703482229660557804
negative,negative,Sun Sep 17 13:22:26 +0000 2023,1703399011913478265,@OposisiCerdas Pak @jokowi Biang Kerokx. Kalau Pak Jokowi Mengeluarkan Sertifikat Sebelumx Itu Tdk Mungkin HGU Trsbt Berbenturan Dgn Masyarakat Yg Ada Dirempang. Masa HGU Yg Ada Di IKN Bisa Dihapus Utk Kepentingan Negara Sdngkan HGU Yg Ada Dirempang Itu Tdk Bisa Dihapus Utk Kepentingan Rakyat. https://t.co/QDWGs85mVf,1,4,21,113,in,1490014209840533511,1703388845516210611,AnsyariNasrull2,https://twitter.com/AnsyariNasrull2/status/1703399011913478265
negative,negative,Sun Sep 17 12:27:17 +0000 2023,1703385133104160957,"@Kimberley_2024 Pemicunya karena mereka menggusur kelompok masyarakat yang solidaritas sesamanya sangat tinggi. Kalau hanya hukum dan masa depan masyarakat, terbukti tidak ada korelasinya di kasus bandara kulon progo, sirkuit mandalika, ikn, dan entah di mana lagi 🤪",0,0,0,0,in,1614226008818987009,1703251217827377640,UndukT,https://twitter.com/UndukT/status/1703385133104160957
negative,negative,Sun Sep 17 07:23:25 +0000 2023,1703308659504349515,"@triwantororudi @Dandhy_Laksono Emang bagus dia bangun fasilitas yang emang tetap sasaran dan tepat guna untuk masyarakat.  Terus udah tau baru merintis lagi setelah covid, apa urgensi bangun IKN? Cari investor sana-sini.  Pembangunan pengen keren tapi SDA rendah buat apa?  Ga sejalan.. Makanya TKA di ekspor",0,2,0,0,in,1166811520392544256,1703061104988213466,MarungkilSinaga,https://twitter.com/MarungkilSinaga/status/1703308659504349515
neutral,neutral,Sun Sep 17 06:54:19 +0000 2023,1703301336681554399,@KotaNusantara @CerahID @Ghurem2 @erzavindaf @ardi_tama1 pembangunan IKN akan melibatkan masyarakat sekitar Kalimantan Timur #IKNNusantara,0,0,0,0,in,1487657312156147712,1703159557512687698,KeysiaOlivia7,https://twitter.com/KeysiaOlivia7/status/1703301336681554399
neutral,neutral,Sun Sep 17 06:43:13 +0000 2023,1703298544957046921,"Sejalan dengan hal itu, Deputi Bidang Sosial, Budaya, dan Pemberdayaan Masyarakat, Alimuddin, menuturkan bahwa peran riset dari perguruan tinggi sangat dibutuhkan sebagai referensi penyusunan kebijakan di IKN.",0,1,0,0,in,1455419498018656256,1703298528473383026,ikn_id,https://twitter.com/ikn_id/status/1703298544957046921
neutral,neutral,Sun Sep 17 06:43:09 +0000 2023,1703298528473383026,"Universitas Indonesia (UI) adakan tinjauan ke Ibu Kota Nusantara (IKN) sebagai tindaklanjut kerja sama dengan Otorita IKN di bidang pendidikan, penelitian, dan pengabdian masyarakat, pada Minggu (10/9/2023). https://t.co/IkZs1M7jN9",0,1,0,7,in,1455419498018656256,1703298528473383026,ikn_id,https://twitter.com/ikn_id/status/1703298528473383026
positive,positive ,Sun Sep 17 06:38:08 +0000 2023,1703297267288150094,@KotaNusantara @CerahID @Ghurem2 @erzavindaf @ardi_tama1 Pemindahan IKN untuk pemerataan kesejahteraan masyarakat Indonesia #IKNNusantara,0,0,0,0,in,1488459217623478277,1703159557512687698,DavinaClara5,https://twitter.com/DavinaClara5/status/1703297267288150094
positive,positive ,Sun Sep 17 06:37:06 +0000 2023,1703297006750359552,Masyarakat Sambut Pembangunan IKN Nusantara.. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia https://t.co/5yyBCOfPnE,0,0,0,0,in,1564445082866323456,1703297006750359552,BertaniKodok,https://twitter.com/BertaniKodok/status/1703297006750359552
